상세영업상태코드,상세영업상태명,폐업일자,지번주소,사업장명,최종수정일자,데이터갱신일자,공연장형태구분명,최초등록시점
03,폐업,20120509,서울특별시 중랑구 상봉동 92-2번지 2층 201호 ,상봉시네마 1관,20120509160603,2018-08-31 23:59:59.0,영화관,20000623
03,폐업,20120509,서울특별시 중랑구 상봉동 92-2번지 4층 402호 ,상봉시네마 4관,20120509160713,2018-08-31 23:59:59.0,영화관,20000623
03,폐업,20100701,서울특별시 강북구 번동 산 25-0006번지 ,씨네드림,20110307140118,2018-08-31 23:59:59.0,자동차극장,20020716
03,폐업,20031031,서울특별시 강북구 미아동 35-0004번지 ,대지극장(2관),20031103090102,2018-08-31 23:59:59.0,영화관,20020718
03,폐업,20031031,서울특별시 강북구 미아동 35-0004번지 ,대지극장(1관),20031103090030,2018-08-31 23:59:59.0,영화관,20020718
03,폐업,20051101,서울특별시 노원구 상계동 764-1번지 ,유토아시네마4관,20060127150605,2018-08-31 23:59:59.0,영화관,20010613
03,폐업,20051101,서울특별시 노원구 상계동 764-1번지 ,유토아시네마3관,20060127150554,2018-08-31 23:59:59.0,영화관,20010613
03,폐업,20051101,서울특별시 노원구 상계동 764-1번지 ,유토아시네마2관,20060127150543,2018-08-31 23:59:59.0,영화관,20010613
03,폐업,20130906,서울특별시 노원구 중계동 506-1번지 ,프리머스노원제5관,20130906145957,2018-08-31 23:59:59.0,영화관,20010702
03,폐업,20071011,서울특별시 은평구 녹번동 79-2번지 ,도원시네마 1관,20071024152813,2018-08-31 23:59:59.0,영화관,20020711
03,폐업,20071011,서울특별시 은평구 갈현동 79-2번지 ,도원시네마 2관,20071024152915,2018-08-31 23:59:59.0,영화관,20020711
03,폐업,20071011,서울특별시 은평구 녹번동 79-2번지 ,도원 시네마 3관,20071024152956,2018-08-31 23:59:59.0,영화관,20020711
03,폐업,20010315,서울특별시 서대문구 남가좌동 158-11번지 (지층) ,모래내비디오소극장,20030207110559,2018-08-31 23:59:59.0,영화관,19870926
03,폐업,20001101,서울특별시 서대문구 창천동 20-25번지 ,신영극장,20030207110559,2018-08-31 23:59:59.0,영화관,19580121
03,폐업,20011110,서울특별시 서대문구 대현동 101-17번지 25 (5층) ,이화예술극장 2관,20030207110559,2018-08-31 23:59:59.0,영화관,19900608
03,폐업,20020401,서울특별시 서대문구 대현동 104-5번지 6층 ,신촌아트홀,20030207110559,2018-08-31 23:59:59.0,영화관,19891208
03,폐업,20130306,서울특별시 서대문구 창천동 20-0025번지 ,아트레온 제9관,20130307095855,2018-08-31 23:59:59.0,영화관,20030820
03,폐업,20130306,서울특별시 서대문구 창천동 20-0025번지 ,아트레온 제8관,20130307095759,2018-08-31 23:59:59.0,영화관,20030820
03,폐업,20130306,서울특별시 서대문구 창천동 20-0025번지 ,아트레온 제7관,20130307095726,2018-08-31 23:59:59.0,영화관,20030820
03,폐업,20130306,서울특별시 서대문구 창천동 20-25번지 ,아트레온 제6관,20130307095655,2018-08-31 23:59:59.0,영화관,20030820
03,폐업,20130306,서울특별시 서대문구 창천동 20-25번지 ,아트레온 제5관,20130307095628,2018-08-31 23:59:59.0,영화관,20030820
