,학교명,설립일자,소재지지번주소,소재지도로명주소,위도,경도
201,서울녹천초등학교,1995-10-04,서울특별시 노원구 월계동 322-2,서울특별시 노원구 마들로3길 34,37.628507299999995,127.0631173
202,서울덕암초등학교,2003-03-03,서울특별시 노원구 상계동 1274,서울특별시 노원구 덕릉로112길 68,37.666622100000005,127.0814611
203,서울온곡초등학교,1988-10-10,서울특별시 노원구 상계동 638,서울특별시 노원구 한글비석로52길 59,37.6675399994,127.06598290000001
204,서울상원초등학교,1989-09-30,서울특별시 노원구 상계동 645,서울특별시 노원구 한글비석로54길 119,37.6676303,127.05971840000001
205,서울불암초등학교,1993-09-01,서울특별시 노원구 중계동 366-2,서울특별시 노원구 중계로 178,37.650783399999995,127.0806007
206,서울수암초등학교,2000-06-07,서울특별시 노원구 중계동 67,서울특별시 노원구 중계로12길 9,37.6476943,127.08146310000001
207,서울중계초등학교,1975-10-02,서울특별시 노원구 중계동 449-2,서울특별시 노원구 한글비석로19길 39,37.6578411,127.07331000110001
208,서울연촌초등학교,1945-11-10,서울특별시 노원구 하계동 154-12,서울특별시 노원구 공릉로58길 36,37.634415999999995,127.0725121
209,서울태랑초등학교,2001-06-11,서울특별시 노원구 공릉동 116,서울특별시 노원구 화랑로51나길 31,37.626251399999994,127.09060179999999
210,서울태릉초등학교,1986-05-01,서울특별시 노원구 공릉동 250-5,서울특별시 노원구 노원로1길 36,37.623102,127.0850611
211,서울공연초등학교,1982-10-21,서울특별시 노원구 공릉동 371-10,서울특별시 노원구 동일로192가길 16,37.627549200000004,127.0745082
212,서울용원초등학교,1996-05-06,서울특별시 노원구 공릉동 709,서울특별시 노원구 섬밭로 144,37.629924,127.06894140000001
213,서울공릉초등학교,1979-04-04,서울특별시 노원구 공릉동 610-1,서울특별시 노원구 동일로173길 12,37.618615000000005,127.0746307
214,서울신상계초등학교,1970-05-22,서울특별시 노원구 상계동 86-1,서울특별시 노원구 상계로 267,37.667429600000006,127.07573590000001
215,서울상계초등학교,1946-09-11,서울특별시 노원구 상계동 402-1,서울특별시 노원구 상계로9길 39,37.6596255,127.0664937
216,서울계상초등학교,1983-11-16,서울특별시 노원구 상계동 447-1,서울특별시 노원구 한글비석로41가길 24,37.6621974,127.06867659999999
217,서울상곡초등학교,1989-05-03,서울특별시 노원구 상계동 678,서울특별시 노원구 노원로38길 34,37.662903799999995,127.06207659999998
218,서울상월초등학교,1990-05-29,서울특별시 노원구 상계동 697,서울특별시 노원구 동일로221길 27,37.658653799999996,127.0569822
219,서울당현초등학교,1988-02-09,서울특별시 노원구 상계동 742,서울특별시 노원구 동일로213길 52,37.6482594,127.05821170000002
220,서울상천초등학교,1989-09-30,서울특별시 노원구 상계동 768,서울특별시 노원구 덕릉로 443,37.6462847,127.0578888
221,서울동일초등학교,1989-04-25,서울특별시 노원구 상계동 655,서울특별시 노원구 한글비석로 566,37.6648142,127.0541716
222,서울노원초등학교,1973-09-04,서울특별시 노원구 상계동 1014,서울특별시 노원구 동일로230나길 32,37.6735949,127.05845359999998
223,서울노일초등학교,1994-11-10,서울특별시 노원구 상계동 1044-2,서울특별시 노원구 동일로 1625,37.6737552,127.05496699999999
224,서울수락초등학교,1983-04-06,서울특별시 노원구 상계동 1171-2,서울특별시 노원구 동일로 1745,37.684501899999994,127.05518359999999
225,서울한천초등학교,1984-05-07,서울특별시 노원구 월계동 3-7,서울특별시 노원구 마들로 45,37.6207085,127.0692456
226,서울연지초등학교,1998-06-12,서울특별시 노원구 월계동 320-8,서울특별시 노원구 월계로55길 48,37.6331907,127.0595368
227,서울선곡초등학교,1975-03-13,서울특별시 노원구 월계동 446,서울특별시 노원구 광운로2길 1,37.6186929,127.05780349999999
228,서울월계초등학교,1993-05-06,서울특별시 노원구 월계동 561,서울특별시 노원구 월계로45가길 10,37.6276242,127.0501888
229,서울원광초등학교,1992-04-30,서울특별시 노원구 중계동 359,서울특별시 노원구 덕릉로76길 18,37.654311799999995,127.0749157
230,서울을지초등학교,1994-04-22,서울특별시 노원구 중계동 360,서울특별시 노원구 중계로 239,37.6505901,127.0730898
231,서울중원초등학교,1990-11-14,서울특별시 노원구 중계동 502,서울특별시 노원구 섬밭로 316,37.643982799999996,127.0627832
232,서울청계초등학교,1895-09-01,서울특별시 노원구 중계동 513-1,서울특별시 노원구 공릉로 431,37.6450333,127.0661408
233,서울용동초등학교,1991-04-23,서울특별시 노원구 중계동 510-1,서울특별시 노원구 한글비석로1길 81-11,37.64108529999999,127.0690832
234,서울중현초등학교,1990-04-27,서울특별시 노원구 하계동 272-2,서울특별시 노원구 섬밭로 181,37.63251339999999,127.06595300000001
235,서울중평초등학교,1988-04-25,서울특별시 노원구 하계동 271,서울특별시 노원구 섬밭로 241,37.6375347,127.0639634
236,서울상경초등학교,1989-05-04,서울특별시 노원구 상계동 621,서울특별시 노원구 수락산로 237,37.67050510000001,127.05167309999999
237,서울상수초등학교,1988-10-08,서울특별시 노원구 상계동 755,서울특별시 노원구 동일로216길 66,37.65110670000001,127.0647592
238,청원초등학교,1965-12-05,서울특별시 노원구 상계동 641,서울특별시 노원구 한글비석로 506,37.665253299999996,127.06253190000001
239,태강삼육초등학교,1949-11-19,서울특별시 노원구 공릉동 26-84,서울특별시 노원구 화랑로 815,37.643358299999996,127.10885139999999
240,화랑초등학교,1967-12-24,서울특별시 노원구 공릉동 27-22,서울특별시 노원구 화랑로 621,37.6287826,127.08899170000001
241,상명초등학교,1964-02-06,서울특별시 노원구 중계동 515-1,서울특별시 노원구 덕릉로 541,37.64872329999999,127.066969
242,서울대학교사범대학부설초등학교,1946-08-22,서울특별시 종로구 동숭동 199-51,서울특별시 종로구 대학로 64,37.577600200000006,127.0042973
243,서울청운초등학교,1923-04-01,서울특별시 종로구 청운동 123,서울특별시 종로구 자하문로 105,37.5859214,126.96924229999999
244,서울매동초등학교,1895-11-15,서울특별시 종로구 필운동 32,서울특별시 종로구 사직로9길 19,37.577498299999995,126.9669436
245,서울재동초등학교,1895-09-30,서울특별시 종로구 가회동 210,서울특별시 종로구 북촌로4길 7,37.580028399999996,126.98517849999999
246,서울교동초등학교,1894-09-18,서울특별시 종로구 경운동 2,서울특별시 종로구 삼일대로 446,37.575004799999995,126.98814990000001
247,서울혜화초등학교,1910-01-25,서울특별시 종로구 혜화동 13-1,서울특별시 종로구 혜화로 32,37.5886356,127.00025359999998
248,서울명신초등학교,1971-10-06,서울특별시 종로구 창신동 7-40,서울특별시 종로구 낙산길 250,37.5814687,127.0146226
249,서울독립문초등학교,1957-09-28,서울특별시 종로구 무악동 46-82,서울특별시 종로구 통일로12길 23,37.5742165,126.9599719
250,서울세검정초등학교,1948-11-24,서울특별시 종로구 신영동 219-4,서울특별시 종로구 세검정로9길 1,37.6034703,126.96093870000001
251,서울창신초등학교,1916-05-20,서울특별시 종로구 창신동 128-32,서울특별시 종로구 지봉로 73,37.576211799999996,127.01428370000001
252,서울효제초등학교,1895-11-15,서울특별시 종로구 효제동 255-4,서울특별시 종로구 대학로 12,37.572682799999995,127.00349109999999
253,운현초등학교,1986-03-04,서울특별시 종로구 운니동 114-7,서울특별시 종로구 삼일대로 460,37.575339899999996,126.98737560000001
254,상명대학교사범대학부속초등학교,1966-05-17,서울특별시 종로구 홍지동 56,서울특별시 종로구 홍지문2길 1,37.600441499999995,126.9567146
255,서울남산초등학교,1945-11-01,서울특별시 중구 남산동2가 2,서울특별시 중구 퇴계로22길 17,37.559785,126.98675559999998
256,서울덕수초등학교,1912-04-01,서울특별시 중구 정동 1-76,서울특별시 중구 덕수궁길 140,37.5690885,126.9746581
257,서울봉래초등학교,1895-09-18,서울특별시 중구 만리동2가 2,서울특별시 중구 손기정로 73,37.5564109,126.96525079999999
258,서울광희초등학교,1895-07-16,서울특별시 중구 신당동 254-16,서울특별시 중구 다산로 269,37.567299,127.0156883
259,서울장충초등학교,1953-10-21,서울특별시 중구 신당동 386-86,서울특별시 중구 청구로17길 40,37.559911,127.0117028
260,서울신당초등학교,2007-03-01,서울특별시 중구 신당동 161-2,서울특별시 중구 난계로 141,37.563625200000004,127.0236739
261,서울흥인초등학교,1946-11-14,서울특별시 중구 신당동 292-66,서울특별시 중구 청구로6길 11,37.5608696,127.0145551
262,서울청구초등학교,1945-11-01,서울특별시 중구 신당동 330-2,서울특별시 중구 다산로 170,37.5591182,127.0137263
263,서울충무초등학교,1956-03-24,서울특별시 중구 장충동2가 173-7,서울특별시 중구 퇴계로50길 13,37.5619481,127.001236
264,리라초등학교,1965-05-20,서울특별시 중구 예장동 8-148,서울특별시 중구 소파로2길 7,37.557821000000004,126.9879121
265,숭의초등학교,1966-02-25,서울특별시 중구 예장동 8-3,서울특별시 중구 소파로2길 10,37.5578533,126.98748259999999
266,동산초등학교,1966-03-10,서울특별시 중구 신당동 333-579,서울특별시 중구 매봉18길 109,37.556205799999994,127.0167272
267,서울용산초등학교,1945-11-01,서울특별시 용산구 한강로2가 1,서울특별시 용산구 한강대로57길 33,37.535614200000005,126.9725514
268,서울원효초등학교,1982-12-07,서울특별시 용산구 산천동 6-73,서울특별시 용산구 효창원로13길 38,37.5361624,126.95154709999998
269,서울청파초등학교,1943-09-24,서울특별시 용산구 청파동2가 1-42,서울특별시 용산구 효창원로 228,37.5473031,126.963544
270,서울후암초등학교,1949-10-08,서울특별시 용산구 후암동 30-138,서울특별시 용산구 두텁바위로 140,37.551365399999995,126.98172579999999
271,서울이태원초등학교,1943-05-01,서울특별시 용산구 이태원동 406,서울특별시 용산구 녹사평대로40길 19,37.536478100000004,126.98767179999999
272,서울서빙고초등학교,1945-11-01,서울특별시 용산구 서빙고동 235-1,서울특별시 용산구 서빙고로51길 14,37.5220696,126.99223149999999
273,서울용암초등학교,1965-09-26,서울특별시 용산구 용산동2가 5-2147,서울특별시 용산구 녹사평대로60길 39,37.5453044,126.9894356
274,서울보광초등학교,1962-06-22,서울특별시 용산구 이태원동 15-13,서울특별시 용산구 우사단로 20,37.5325395,126.9963946
275,서울한강초등학교,1960-07-14,서울특별시 용산구 한강로3가 65-5,서울특별시 용산구 한강대로14길 9,37.5252266,126.965079
276,서울한남초등학교,1906-09-23,서울특별시 용산구 한남동 726-1,서울특별시 용산구 한남대로 112,37.5392032,127.0055986
277,서울금양초등학교,1915-09-15,서울특별시 용산구 효창동 126-4,서울특별시 용산구 효창원로 137,37.540941499999995,126.9618318
278,서울삼광초등학교,1945-11-01,서울특별시 용산구 후암동 190-2,서울특별시 용산구 두텁바위로1나길 19,37.5477533,126.9765936
279,서울남정초등학교,1945-11-01,서울특별시 용산구 원효로2가 54-1,서울특별시 용산구 원효로64길 17-10,37.5356734,126.9648033
280,서울신용산초등학교,1968-09-25,서울특별시 용산구 이촌동 301-75,서울특별시 용산구 이촌로 255,37.520629299999996,126.9753668
281,신광초등학교,1964-11-26,서울특별시 용산구 청파동3가 100,서울특별시 용산구 청파로 263,37.542900700000004,126.9694483
282,서울방이초등학교,1984-04-04,서울특별시 송파구 방이동 167,서울특별시 송파구 위례성대로10길 4,37.51343920000001,127.12049820000001
283,서울가락초등학교,1981-09-09,서울특별시 송파구 가락동 477,서울특별시 송파구 송파대로37길 45,37.500021999999994,127.10764250000001
284,서울평화초등학교,1992-10-21,서울특별시 송파구 가락동 106,서울특별시 송파구 송파대로26길 22,37.4915665,127.12282409999999
285,서울중대초등학교,1924-11-13,서울특별시 송파구 송파동 191,서울특별시 송파구 송파대로36길 8,37.4998109,127.113605
286,서울문덕초등학교,1993-10-26,서울특별시 송파구 문정동 90-3,서울특별시 송파구 송이로34길 60,37.485178600000005,127.1277298
287,서울문정초등학교,1985-04-17,서울특별시 송파구 문정동 12,서울특별시 송파구 문정로5길 20,37.489073100000006,127.1290119
288,서울가원초등학교,1989-04-20,서울특별시 송파구 문정동 150-10,서울특별시 송파구 중대로4길 8,37.489441,127.11102930000001
289,서울문현초등학교,2007-12-06,서울특별시 송파구 장지동 836,서울특별시 송파구 충민로 137,37.4827899,127.1302223
